"pitches","player_id","player_name","api_game_date_month_text","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
63,677950,"Thomas, Alek","Jul",232,27.2,0.203,0.203,0.222,0.407,0.284,0.34,0.267,12,59,91.6,4.3,2403,89,89.18,11,58,5,0.20000000000000284,6.31,118,146,115,151,291,321,304,"-3.3","3.3","70.1","7.0",63,47,5,4,1,2,12,19,4,6.3,2.4119,0.49476,0.24048,0.00587,"95.2",165,51.06382978723404,10.638297872340425,7.936507936507936,5.78,-0.87,-0.05,2.21,0.254,5,"5.280952381",0.313,0.474,"-5.280952381",-0.064,-0.059,-0.067,-0.056,19,"39.0"
63,666160,"Moniak, Mickey","May",246,25.6,0.197,0.082,0.244,0.279,0.22,0.256,0.2,12,61,88.4,19.9,2326,88.8,88.98,11,57,6,0.20000000000000284,6.49,122,147,116,152,297,318,297,"0.9","-0.9","72.4","7.6",63,46,9,2,0,1,15,23.8,2,3.2,2.36381,0.58222,0.1827,-0.26206,"93.7",188,32.608695652173914,6.521739130434782,4.761904761904762,5.71,-1.69,-0.11,2.38,0.222,3,"-1.446031746",0.226,0.367,"1.446031746",-0.003,-0.0040000000000000036,-0.088,-0.036,19.3,"36.8"
63,543257,"Grossman, Robbie","Mar/Apr",315,20,0.196,0.02,0.278,0.216,0.277,0.328,0.239,10,51,87.8,16.9,2291,88.9,89.32,9,45,18,0.3999999999999915,6.57,115,146,122,150,287,318,292,"1.5","-1.5","66.0","6.4",63,36,9,1,0,0,15,23.8,12,19,2.28952,0.65238,0.29984,-0.29984,"91.8",167,27.77777777777778,2.7777777777777777,1.5873015873015872,5.85,-0.86,-0.11,2.39,0.349,1,"-2.304761905",0.384,0.323,"2.304761905",-0.043,-0.03500000000000003,-0.107,-0.051,20,"39.0"
63,660821,"Sánchez, Jesús","Jun",316,19.9,0.19,0.172,0.25,0.362,0.269,0.31,0.225,11,58,92.5,13.7,2146,90.5,91.03,14,52,11,0.5,6.64,116,146,124,150,292,323,303,"2.7","-2.7","72.5","7.1",63,38,5,4,0,2,20,31.7,5,7.9,2.14079,0.67286,0.51016,-0.2479,"97.6",153,55.26315789473685,13.157894736842104,7.936507936507936,5.64,-0.71,-0.12,2.4,0.254,5,"-4.249206349",0.288,0.423,"4.249206349",-0.035,-0.033999999999999975,-0.061,-0.041,26.9,"37.4"
63,572191,"Taylor, Michael A.","Aug",251,25.1,0.155,0.034,0.265,0.19,0.192,0.206,0.151,9,58,89.3,14,2298,89.5,89.89,20,54,9,0.4000000000000057,6.52,108,151,116,147,306,319,291,"7.1","-7.1","71.4","7.1",63,34,7,2,0,0,24,38.1,5,7.9,2.39492,0.49333,0.25048,-0.05746,"94.1",162,44.11764705882353,8.823529411764707,4.761904761904762,5.66,-0.77,0.23,2.36,0.222,3,"-11.250793651",0.218,0.227,"11.250793651",0.004,0.0040000000000000036,-0.037,-0.014,37,"37.6"
62,650559,"De La Cruz, Bryan","Jun",419,14.8,0.258,0.21,0.289,0.468,0.308,0.322,0.266,16,62,91.6,15.5,2137,89.3,89.78,13,61,1,0.5,6.63,111,151,122,146,307,323,294,"1.1","-1.1","70.6","7.5",62,48,9,4,0,3,14,22.6,0,0,2.18129,0.71113,0.57113,-0.20532,"95.3",190,47.91666666666667,12.5,9.67741935483871,5.69,0.06,0.09,2.35,0.258,6,"-1.788709677",0.266,0.493,"1.788709677",-0.008,-0.008000000000000007,-0.025,-0.014,21.3,"36.8"
62,621438,"Taylor, Tyrone","Jul",246,25.2,0.259,0.241,0.342,0.5,0.342,0.321,0.247,15,58,88.8,14,2287,90.4,91.03,14,54,8,0.5999999999999943,6.6,110,151,118,147,299,323,292,"-4.6","4.6","69.5","7.4",62,40,7,4,2,2,18,29,4,6.5,2.14145,0.67065,0.33355,-0.09419,"94.4",185,40,15,9.67741935483871,5.68,-0.39,-0.05,2.46,0.306,6,"7.387096774",0.295,0.446,"-7.387096774",0.012,0.01100000000000001,0.054,0.021,25.9,"36.2"
62,677800,"Abreu, Wilyer","Jul",282,22,0.236,0.273,0.286,0.509,0.334,0.315,0.207,13,55,92.1,25.6,2247,90.2,90.42,16,54,8,0.20000000000000284,6.34,115,145,123,151,282,320,307,"-3","3","73.3","7.5",62,38,4,6,0,3,19,30.6,4,6.5,2.30242,0.53645,0.39726,-0.21855,"96.0",235,52.63157894736842,13.157894736842104,8.064516129032258,5.6,-1.28,-0.01,2.13,0.29,5,"4.911290323",0.28,0.434,"-4.911290323",0.029,0.009999999999999953,0.075,0.019,29.6,"35.1"
62,656413,"Fairchild, Stuart","Mar/Apr",227,27.3,0.179,0.071,0.205,0.25,0.234,0.302,0.244,10,56,85.2,17,2185,90.2,90.53,9,54,8,0.29999999999999716,6.48,108,152,114,147,299,321,286,"1.9","-1.9","69.2","7.3",62,45,8,1,0,1,11,17.7,5,8.1,2.07548,0.75581,0.60806,-0.14032,"92.9",144,35.55555555555556,6.666666666666667,4.838709677419355,5.93,-0.08,0.07,2.41,0.258,3,"-3.117741935",0.317,0.362,"3.117741935",-0.065,-0.059,-0.112,-0.068,16.7,"41.0"
62,678877,"Noel, Jhonkensy","Aug",273,22.7,0.278,0.426,0.276,0.704,0.448,0.381,0.231,15,54,89.7,23,2214,88,88.45,15,51,11,0.5,6.54,109,151,124,147,299,325,291,"-9.7","9.7","75.2","7.6",62,36,6,2,0,7,18,29,5,8.1,2.48,0.507,0.31694,-0.11855,"95.1",179,38.88888888888889,25,14.516129032258066,5.8,-0.66,0.2,2.31,0.371,9,"15.698387097",0.33,0.564,"-15.698387097",0.047,0.04099999999999998,0.14,0.067,29.4,"39.0"
62,669242,"Edman, Tommy","Sep/Oct",407,15.2,0.217,0.25,0.209,0.467,0.3,0.251,0.22,13,60,88.1,9.2,2225,90.7,91.05,9,56,6,0.29999999999999716,6.41,116,149,119,151,295,317,298,"-1.3","1.3","69.5","6.8",62,47,6,3,0,4,13,21,2,3.2,2.02,0.77452,0.50984,-0.50984,"93.0",147,40.42553191489361,4.25531914893617,3.225806451612903,5.75,-0.86,-0.22,2.32,0.242,2,"2.14516129",0.245,0.327,"-2.14516129",-0.003,-0.0030000000000000027,0.14,0.049,16.1,"39.7"
62,686527,"Canzone, Dominic","Jun",244,25.4,0.273,0.145,0.394,0.418,0.341,0.3,0.202,15,55,87.3,6.8,2154,86.3,86.45,14,49,13,0.10000000000000853,6.46,115,145,123,152,291,325,297,"-1.9","1.9","69.9","7.4",62,35,11,2,0,2,20,32.3,7,11.3,2.79645,0.39694,0.3129,-0.19774,"95.0",168,40,11.428571428571429,6.451612903225806,5.78,-1.38,-0.11,2.28,0.355,4,"3.035483871",0.292,0.389,"-3.035483871",0.071,0.063,0.029,0.041,28.6,"39.4"
62,642350,"Siri, Jose","Aug",268,23.1,0.186,0.169,0.308,0.356,0.252,0.278,0.198,11,59,90.4,19.4,2416,88.7,88.91,27,56,6,0.20000000000000284,6.53,106,150,114,145,299,323,296,"2.4","-2.4","69.3","7.8",62,29,7,1,0,3,30,48.4,3,4.8,2.50532,0.45371,-0.08742,0.03355,"95.8",197,48.275862068965516,17.24137931034483,8.064516129032258,5.73,-1.5,0.35,2.31,0.226,5,"-3.830645161",0.237,0.407,"3.830645161",-0.012,-0.010999999999999982,-0.051,-0.026,48.2,"39.3"
62,678882,"Rafaela, Ceddanne","Jun",331,18.7,0.288,0.068,0.432,0.356,0.3,0.228,0.193,17,59,88,12.2,2245,88.6,89.01,20,58,4,0.4000000000000057,6.49,107,150,112,146,288,317,290,"-1.3","1.3","68.1","7.4",62,38,15,1,0,1,21,33.9,3,4.8,2.64387,0.53048,0.48435,-0.10242,"93.1",132,39.473684210526315,2.631578947368421,1.6129032258064515,5.6,-0.45,0.15,2.16,0.323,1,"2.051612903",0.232,0.277,"-2.051612903",0.095,0.091,0.079,0.072,34.5,"35.3"
61,691176,"Domínguez, Jasson","Sep/Oct",259,23.6,0.2,0.14,0.242,0.34,0.313,0.333,0.222,10,50,90.3,6.4,2262,89.1,89.12,12,47,14,0,6.34,112,148,123,149,294,323,293,"0.8","-0.8","73.9","7.7",61,35,7,1,0,2,15,24.6,11,18,2.3618,0.64951,0.38082,-0.38115,"96.2",120,48.57142857142857,11.428571428571429,6.557377049180328,5.75,-0.6,0,2.35,0.344,4,"-1.357377049",0.362,0.368,"1.357377049",-0.022,-0.018000000000000016,-0.028,-0.02,25.5,"37.9"
61,691023,"Walker, Jordan","Mar/Apr",251,24.3,0.17,0.113,0.231,0.283,0.234,0.308,0.231,9,53,92.7,13.5,2301,88.8,89.28,13,52,9,0.5,6.56,108,151,124,148,303,321,294,"2.6","-2.6","76.5","8.0",61,39,4,4,1,0,16,26.2,6,9.8,2.36426,0.57508,0.1418,0.05393,"95.3",176,43.58974358974359,12.82051282051282,8.19672131147541,5.63,-0.55,0.17,2.4,0.246,5,"-4.213114754",0.308,0.379,"4.213114754",-0.061,-0.062,-0.096,-0.074,25,"36.8"
61,592192,"Canha, Mark","Mar/Apr",485,12.6,0.3,0.26,0.308,0.56,0.424,0.378,0.284,15,50,88.9,13.5,2267,89,89.27,5,47,14,0.29999999999999716,6.48,108,151,120,146,299,324,288,"-4.9","4.9","66.7","7.2",61,42,8,4,0,3,8,13.1,8,13.1,2.29131,0.63,0.33787,0.16508,"94.1",168,42.857142857142854,7.142857142857142,4.918032786885246,5.57,-1.5,0.06,2.37,0.426,3,"7.995081967",0.413,0.429,"-7.995081967",0.016,0.013000000000000012,0.131,0.046,10.6,"36.8"
61,641584,"Fraley, Jake","Mar/Apr",242,25.2,0.309,0.127,0.39,0.436,0.357,0.293,0.247,17,55,83.1,5.6,2077,88.5,88.72,10,52,9,0.20000000000000284,6.44,121,146,122,152,288,321,297,"-4.3","4.3","69.9","7.1",61,42,12,4,0,1,13,21.3,6,9.8,2.43148,0.51279,0.50148,-0.2477,"91.7",132,23.809523809523807,4.761904761904762,3.278688524590164,5.75,-1,-0.22,2.34,0.377,2,"7.101639344",0.321,0.326,"-7.101639344",0.062,0.055999999999999994,0.11,0.064,19.2,"37.0"
60,658668,"Olivares, Edward","Jun",230,26.1,0.245,0,0.267,0.245,0.269,0.332,0.294,12,49,89.1,8,2373,90.7,91.09,3,48,12,0.3999999999999915,6.41,108,152,118,147,307,320,287,"2.4","-2.4","70.6","7.2",60,45,12,0,0,0,7,11.7,7,11.7,2.17783,0.6105,0.31433,-0.111,"94.5",127,46.666666666666664,0,0,5.6,-0.41,0.15,2.45,0.333,0,"-3.951666667",0.382,0.348,"3.951666667",-0.049,-0.04899999999999999,-0.103,-0.063,6.3,"34.0"
60,573262,"Yastrzemski, Mike","Mar/Apr",273,22,0.236,0.109,0.306,0.345,0.288,0.303,0.239,13,55,87.7,13.6,2150,88.2,88.55,14,52,8,0.3999999999999915,6.53,117,144,114,150,294,322,303,"-0.5","0.5","70.8","7.5",60,38,11,0,0,2,17,28.3,4,6.7,2.3685,0.7475,0.37967,-0.38533,"93.8",157,36.84210526315789,7.894736842105263,5,5.83,-1.16,-0.06,2.41,0.3,3,"0.803333333",0.303,0.382,"-0.803333333",-0.003,-0.0030000000000000027,-0.037,-0.015,26.9,"38.6"
60,595281,"Kiermaier, Kevin","Mar/Apr",251,23.9,0.179,0.036,0.263,0.214,0.205,0.214,0.186,10,56,85.7,-3.2,2297,88.7,88.66,14,52,8,0,6.41,114,146,113,151,283,318,295,"4.7","-4.7","69.1","7.1",60,38,8,2,0,0,18,30,4,6.7,2.41383,0.5335,0.32917,-0.39417,"92.0",99,28.947368421052634,0,0,5.79,-0.97,-0.15,2.27,0.233,0,"-7.846666667",0.241,0.217,"7.846666667",-0.007,-0.00799999999999998,-0.003,-0.009,26.9,"37.9"
60,686823,"Brennan, Will","Mar/Apr",285,21.1,0.214,0.161,0.222,0.375,0.28,0.312,0.268,12,56,91.1,9.6,2139,87.7,87.71,9,56,4,0,6.35,115,145,119,150,288,319,298,"1.3","-1.3","69.3","7.0",60,47,7,3,0,2,9,15,3,5,2.68633,0.31817,0.45167,-0.35667,"94.7",147,51.06382978723404,4.25531914893617,3.3333333333333335,5.78,-1.38,-0.12,1.99,0.267,2,"-2.098333333",0.317,0.393,"2.098333333",-0.054,-0.04999999999999999,-0.018,-0.032,16.1,"37.6"
60,667452,"Julks, Corey","Jun",279,21.5,0.214,0.143,0.27,0.357,0.274,0.24,0.189,12,56,87.4,18.5,2186,88.5,88.93,14,53,7,0.4000000000000057,6.51,110,153,121,147,300,317,288,"2.3","-2.3","71.2","7.0",60,39,8,2,0,2,17,28.3,4,6.7,2.454,0.48917,0.263,-0.20667,"93.5",182,30.76923076923077,5.128205128205128,3.3333333333333335,5.64,-0.15,0.08,2.33,0.267,2,"-3.898333333",0.243,0.295,"3.898333333",0.025,0.02400000000000002,0.062,0.034,26.4,"35.4"
60,669261,"Suwinski, Jack","Jun",250,24,0.164,0.127,0.233,0.291,0.235,0.285,0.219,9,55,87.4,10.7,2334,89.2,89.71,18,50,10,0.5,6.46,114,146,122,152,298,322,299,"-0.1","0.1","71.9","7.3",60,32,6,1,0,2,23,38.3,4,6.7,2.38817,0.51017,0.30067,-0.32833,"93.8",148,40.625,9.375,5,5.63,-1.36,-0.09,2.31,0.233,3,"0.11",0.284,0.363,"-0.11",-0.055,-0.05099999999999996,-0.072,-0.05,36,"36.0"
60,650559,"De La Cruz, Bryan","Mar/Apr",529,11.3,0.259,0.121,0.326,0.379,0.288,0.353,0.286,15,58,86.5,13.2,2112,88.5,88.65,13,57,3,0.09999999999999432,6.53,110,151,121,147,307,321,290,"-2.6","2.6","70.5","7.6",60,44,10,4,0,1,14,23.3,2,3.3,2.238,0.7245,0.60883,-0.30783,"93.6",178,40.909090909090914,11.363636363636363,8.333333333333332,5.69,0.75,0.12,2.31,0.283,5,"4.291666667",0.309,0.514,"-4.291666667",-0.027,-0.026000000000000023,-0.135,-0.065,22.8,"39.8"
60,669003,"Mitchell, Garrett","Jul",264,22.7,0.264,0.151,0.351,0.415,0.337,0.316,0.247,14,53,87.6,0.7,2234,89.4,89.89,9,47,13,0.5,6.46,114,145,107,150,293,320,303,"0.1","-0.1","73.5","7.1",60,38,8,5,0,1,15,25,7,11.7,2.28183,0.58933,0.2635,-0.25617,"93.7",111,36.84210526315789,7.894736842105263,5,5.71,-1.11,-0.08,2.37,0.35,3,"-0.195",0.335,0.368,"0.195",0.017,0.014999999999999958,0.047,0.021,19.1,"40.1"
60,624503,"Gordon, Nick","Jun",227,26.4,0.241,0.19,0.273,0.431,0.287,0.238,0.208,14,58,85.2,7.8,2390,88.3,88.66,13,59,1,0.4000000000000057,6.52,116,145,111,150,291,322,300,"-2.8","2.8","67.5","7.2",60,46,8,3,1,2,13,21.7,1,1.7,2.63717,0.32644,0.028,-0.02,"91.6",154,23.91304347826087,6.521739130434782,5,5.67,-1.45,-0.04,2.12,0.25,3,"4.665",0.221,0.331,"-4.665",0.033,0.028999999999999998,0.1,0.049,22,"37.3"
60,645302,"Robles, Victor","Jul",217,27.6,0.352,0.185,0.405,0.537,0.412,0.398,0.319,19,54,89.5,9.5,2223,89.9,90.17,8,52,8,0.29999999999999716,6.44,107,152,106,147,297,318,287,"-4.6","4.6","68.3","6.8",60,44,13,4,0,2,10,16.7,5,8.3,2.13683,0.72033,0.33083,-0.1055,"94.4",158,43.18181818181818,9.090909090909092,6.666666666666667,5.86,-0.74,0.15,2.31,0.417,4,"7.685",0.388,0.529,"-7.685",0.033,0.02899999999999997,0.008,0.014,15.4,"40.8"
60,666160,"Moniak, Mickey","Sep/Oct",215,27.9,0.125,0.125,0.152,0.25,0.194,0.243,0.18,7,56,83.3,17.7,2213,88.8,89.17,19,54,6,0.4000000000000057,6.51,117,145,115,152,293,320,299,"2.2","-2.2","70.5","7.8",60,35,4,1,0,2,21,35,3,5,2.41183,0.50967,0.35367,-0.235,"91.3",161,17.142857142857142,8.571428571428571,5,5.87,-1.21,0.05,2.21,0.183,3,"-3.598333333",0.234,0.312,"3.598333333",-0.055,-0.05100000000000002,-0.062,-0.049,35.2,"42.8"
60,676914,"Schneider, Davis","May",469,12.8,0.213,0.34,0.214,0.553,0.377,0.333,0.178,10,47,91.5,20.2,2226,90.8,91.31,12,44,16,0.5,6.65,108,149,118,144,300,322,289,"-4.2","4.2","68.4","6.9",60,32,2,4,0,4,17,28.3,9,15,1.9805,0.8215,0.509,0.12267,"94.2",210,31.25,21.875,11.666666666666666,5.82,-0.64,0.16,2.33,0.35,7,"6.941666667",0.342,0.371,"-6.941666667",0.035,0.007999999999999952,0.182,0.044,27.3,"39.4"
60,543807,"Springer, George","Sep/Oct",304,19.7,0.259,0.074,0.304,0.333,0.299,0.292,0.222,14,54,85.6,13.3,2236,89.2,89.54,5,51,9,0.29999999999999716,6.57,110,152,124,147,302,323,290,"3.2","-3.2","69.9","7.4",60,46,11,2,1,0,8,13.3,5,8.3,2.34683,0.57373,0.34967,-0.027,"93.1",151,32.608695652173914,6.521739130434782,5,5.71,-0.96,0.05,2.33,0.333,3,"-5.261666667",0.3,0.352,"5.261666667",0.037,0.03300000000000003,-0.019,0.007,9.8,"36.3"
59,444482,"Peralta, David","Jul",222,26.6,0.263,0.14,0.317,0.404,0.3,0.283,0.259,15,57,86,7.5,2056,88.8,89.43,11,54,5,0.6000000000000085,6.64,116,145,129,150,287,317,298,"-1.8","1.8","68.3","7.1",59,43,11,2,0,2,14,23.7,2,3.4,2.50237,0.69983,0.51466,-0.56707,"93.5",148,37.2093023255814,6.976744186046512,5.084745762711865,5.68,-1.84,-0.01,2.28,0.288,3,"3",0.284,0.362,"-3",0.004,0.0040000000000000036,0.042,0.017,20.4,"36.6"
59,657656,"Laureano, Ramón","Mar/Apr",253,23.3,0.167,0.063,0.286,0.229,0.27,0.283,0.187,8,48,90.2,13,2175,89.7,89.9,14,42,17,0.20000000000000284,6.39,109,150,119,145,295,317,289,"1.3","-1.3","71.7","7.3",59,28,5,3,0,0,20,33.9,6,10.2,2.29051,0.57593,0.55407,0.28797,"95.0",149,39.285714285714285,0,0,5.61,-0.38,-0.19,2.42,0.322,0,"-2.230508475",0.339,0.246,"2.230508475",-0.02,-0.017000000000000015,-0.017,-0.013,33.3,"34.3"
59,686823,"Brennan, Will","Jun",232,25.4,0.327,0.2,0.326,0.527,0.388,0.353,0.295,18,55,86.3,14.5,2265,88,88.2,5,54,5,0.20000000000000284,6.4,116,146,117,150,282,317,297,"-1.3","1.3","67.9","6.8",59,49,13,2,0,3,6,10.2,4,6.8,2.48763,0.54172,0.23763,-0.3061,"92.4",173,28.57142857142857,8.16326530612245,6.779661016949152,5.56,-1.25,-0.15,2.34,0.373,4,"2.23220339",0.343,0.47,"-2.23220339",0.032,0.02999999999999997,0.057,0.035,9.3,"36.4"
59,664983,"McCarthy, Jake","Jul",221,26.7,0.339,0.179,0.413,0.518,0.38,0.321,0.304,19,56,86.6,15.1,2212,88.5,88.97,7,53,6,0.5,6.52,117,147,113,151,288,320,300,"-2.5","2.5","65.5","6.6",59,46,13,2,4,0,10,16.9,2,3.4,2.44322,0.50655,0.21603,-0.05879,"91.9",173,30.434782608695656,2.1739130434782608,1.694915254237288,5.68,0.48,0.01,2.31,0.373,1,"4.172881356",0.34,0.386,"-4.172881356",0.035,0.032999999999999974,0.132,0.059,13.2,"38.8"
59,664983,"McCarthy, Jake","May",244,24.2,0.26,0.16,0.275,0.42,0.352,0.401,0.307,13,50,83.2,12.4,2150,90.6,90.74,5,47,12,0.10000000000000853,6.46,115,146,111,152,288,322,302,"-1.8","1.8","67.9","6.9",59,42,9,2,0,2,8,13.6,8,13.6,1.98356,0.83542,0.48712,-0.34644,"91.9",150,23.809523809523807,7.142857142857142,5.084745762711865,5.68,-1.23,0.02,2.68,0.373,3,"3.028813559",0.413,0.506,"-3.028813559",-0.047,-0.03999999999999998,-0.086,-0.049,10.6,"38.0"
59,672279,"Siani, Michael","Jul",220,26.8,0.291,0.018,0.421,0.309,0.293,0.244,0.219,16,55,85.2,3.1,2258,89.2,89.81,11,49,10,0.5999999999999943,6.57,114,145,108,150,294,321,302,"-2.1","2.1","66.9","7.1",59,38,15,1,0,0,17,28.8,2,3.4,2.33169,0.55356,0.21932,-0.06271,"93.3",120,42.10526315789473,0,0,5.8,-0.8,-0.06,2.3,0.339,0,"3.547457627",0.272,0.262,"-3.547457627",0.072,0.067,0.047,0.049,22.4,"38.0"
59,592669,"Renfroe, Hunter","Aug",244,24.2,0.236,0.091,0.3,0.327,0.273,0.278,0.231,13,55,87.9,3.8,2255,88,88.28,13,54,5,0.29999999999999716,6.38,107,151,121,145,301,326,299,"-0.4","0.4","74.0","7.5",59,41,10,2,0,1,14,23.7,4,6.8,2.48458,0.50576,0.29441,-0.13949,"95.1",135,51.21951219512195,2.4390243902439024,1.694915254237288,5.82,-0.44,0.18,2.35,0.288,1,"0.649152542",0.283,0.339,"-0.649152542",0.005,0.0050000000000000044,-0.012,-0.005,24.1,"40.4"
59,678882,"Rafaela, Ceddanne","Mar/Apr",405,14.6,0.189,0.113,0.278,0.302,0.233,0.223,0.168,10,53,85.9,22,2170,88.7,89.04,15,51,8,0.29999999999999716,6.48,105,150,113,144,293,319,294,"0.6","-0.6","68.3","7.3",59,36,6,2,2,0,19,32.2,3,5.1,2.38068,0.5561,0.39237,0.07983,"92.1",183,30.555555555555557,8.333333333333332,5.084745762711865,5.8,-0.86,0.04,2.36,0.237,3,"-1.042372881",0.22,0.282,"1.042372881",0.021,0.016999999999999987,0.02,0.01,29.4,"40.4"
59,666185,"Carlson, Dylan","Jun",268,22,0.269,0.077,0.333,0.346,0.293,0.292,0.247,14,52,87.2,17.5,2257,89.3,89.45,10,52,7,0.20000000000000284,6.36,111,146,119,148,299,324,298,"0.1","-0.1","65.7","6.9",59,42,10,4,0,0,12,20.3,4,6.8,2.35576,0.54724,0.3522,-0.3522,"92.4",181,30.952380952380953,4.761904761904762,3.389830508474576,5.71,-0.19,-0.14,2.22,0.322,2,"-0.161016949",0.304,0.356,"0.161016949",0.022,0.018000000000000016,-0.01,0.001,19.2,"36.7"
59,624424,"Conforto, Michael","Aug",407,14.5,0.306,0.286,0.361,0.592,0.419,0.438,0.318,15,49,90.6,10.2,2270,89.7,90.13,9,47,12,0.3999999999999915,6.48,114,144,125,149,290,320,304,"-6.6","6.6","74.1","7.4",59,38,6,6,1,2,12,20.3,8,13.6,2.32678,0.52593,0.38172,-0.20897,"96.5",187,52.63157894736842,15.789473684210526,10.16949152542373,5.78,-0.87,-0.07,2.32,0.407,6,"11.123728814",0.423,0.595,"-11.123728814",-0.012,-0.016000000000000014,-0.003,-0.019,19.1,"34.1"
58,663837,"Vierling, Matt","Jul",392,14.8,0.222,0.13,0.256,0.352,0.276,0.304,0.264,12,54,88.4,13.6,2244,89.8,90.49,8,52,6,0.7000000000000028,6.61,107,152,123,148,303,322,290,"0.7","-0.7","71.2","7.4",58,44,7,4,0,1,10,17.2,4,6.9,2.17069,0.68759,0.28965,0.1093,"93.0",148,40.909090909090914,2.272727272727273,1.7241379310344827,5.66,-1.33,0.24,2.51,0.276,1,"-1.274137931",0.315,0.372,"1.274137931",-0.042,-0.03899999999999998,-0.02,-0.028,15.4,"38.2"
58,608701,"Refsnyder, Rob","Aug",246,23.6,0.255,0.236,0.27,0.491,0.335,0.297,0.218,14,55,89.4,11.5,2274,90.3,90.53,10,51,7,0.20000000000000284,6.41,108,152,121,148,295,323,293,"0.8","-0.8","71.1","7.8",58,41,9,1,0,4,14,24.1,3,5.2,2.12983,0.69293,0.42807,0.04,"93.9",154,36.58536585365854,12.195121951219512,8.620689655172415,5.77,-0.7,0.16,2.28,0.293,5,"-1.301724138",0.258,0.43,"1.301724138",0.037,0.034999999999999976,0.061,0.038,19.6,"38.6"
58,622534,"Margot, Manuel","Aug",228,25.4,0.291,0.109,0.326,0.4,0.306,0.259,0.243,16,55,87.9,14.2,2248,87.4,87.75,9,56,2,0.29999999999999716,6.46,108,152,114,148,302,320,286,"-1.1","1.1","71.3","7.2",58,47,12,3,0,1,9,15.5,2,3.4,2.56103,0.48807,0.31552,-0.02448,"92.4",158,23.404255319148938,2.127659574468085,1.7241379310344827,5.77,0.15,0.16,2.35,0.31,1,"1.956896552",0.265,0.328,"-1.956896552",0.048,0.044999999999999984,0.072,0.047,16.1,"41.2"
58,622534,"Margot, Manuel","Jun",240,24.2,0.3,0.18,0.311,0.48,0.371,0.414,0.336,15,50,91.2,12.6,2232,88.9,89.14,3,49,9,0.19999999999998863,6.39,110,150,113,148,303,320,287,"-3.8","3.8","71.9","7.1",58,46,9,4,1,1,5,8.6,4,6.9,2.40534,0.50276,0.36569,-0.07431,"94.9",197,43.47826086956522,4.3478260869565215,3.4482758620689653,5.81,-0.59,0.04,2.26,0.379,2,"6.631034483",0.422,0.518,"-6.631034483",-0.036,-0.04299999999999998,-0.038,-0.043,6.1,"36.6"
58,592885,"Yelich, Christian","May",329,17.6,0.34,0.22,0.41,0.56,0.424,0.384,0.326,17,50,95.9,7.5,2254,90.7,90.77,7,47,11,0.09999999999999432,6.38,112,145,111,150,292,320,303,"-6.8","6.8","72.6","7.5",58,40,10,4,2,1,10,17.2,8,13.8,2.095,0.70207,0.58281,-0.06877,"98.1",122,62.5,2.5,1.7241379310344827,5.7,-0.06,-0.13,2.17,0.431,1,"11.720689655",0.419,0.45,"-11.720689655",0.014,0.01200000000000001,0.11,0.04,14.9,"37.6"
58,670242,"Wallner, Matt","Aug",355,16.3,0.217,0.283,0.259,0.5,0.382,0.415,0.259,10,46,91.2,16.8,2207,89.1,89.36,12,42,16,0.30000000000001137,6.45,113,145,129,151,297,327,299,"-2.7","2.7","74.6","7.1",58,30,4,2,1,3,16,27.6,8,13.8,2.38517,0.52138,0.30125,-0.22768,"96.3",180,46.666666666666664,16.666666666666664,8.620689655172415,5.74,-1.07,-0.03,2.35,0.379,5,"4.632758621",0.412,0.543,"-4.632758621",-0.042,-0.032999999999999974,-0.043,-0.033,28.6,"39.0"
58,666176,"Adell, Jo","Mar/Apr",256,22.7,0.346,0.327,0.378,0.673,0.446,0.475,0.376,18,52,90.7,10.1,2240,88.9,89.17,7,48,10,0.29999999999999716,6.57,107,149,121,144,308,325,297,"-4.6","4.6","75.1","7.5",58,41,10,3,1,4,12,20.7,3,5.2,2.31397,0.61877,0.44776,0.13431,"97.8",171,58.536585365853654,17.073170731707318,12.068965517241379,5.8,-0.82,-0.1,2.37,0.397,7,"7.944827586",0.433,0.681,"-7.944827586",-0.03,-0.035999999999999976,-0.008,-0.029,14.6,"33.9"
